latitude,longitude,pdsi80_85,pdsi85_90,pdsi90_95,pdsi95_00,pdsi00_05,pdsi05_10,pdsi10_15,pdsi15_19
-2.128602981,138.3206561,-0.62,-0.52,-0.14,0.40,1.04,0.80,,
-2.128602981,138.4103978,-0.53,-0.54,-0.46,0.29,1.05,0.69,,
-2.128602981,138.500409,-0.37,-0.56,-0.88,0.22,1.02,0.59,,
-2.128602981,138.5901507,-0.37,-0.57,-1.08,0.16,0.96,0.44,,
-2.128602981,138.6798924,-0.36,-0.59,-1.33,0.00,0.94,0.32,,
-2.128602981,138.7699035,-0.31,-0.62,-1.42,-0.10,0.87,0.26,,
-2.128602981,138.8596452,-0.31,-0.69,-1.41,-0.10,0.86,0.35,,
-2.128602981,138.9493869,-0.31,-0.74,-1.39,-0.11,0.85,0.45,,
-2.128602981,139.0393981,-0.31,-0.72,-1.37,-0.12,0.83,0.49,,
-2.128602981,139.1291398,-0.32,-0.83,-1.36,-0.14,0.80,0.55,,
-2.128602981,139.2188815,-0.32,-0.85,-1.35,-0.16,0.77,0.50,,
-2.038861285,119.2762822,-0.26,0.54,-0.64,0.77,0.09,0.92,,
-2.038861285,119.3662934,-0.27,0.54,-0.66,0.65,0.09,0.89,,
-2.038861285,119.4560351,-0.26,0.53,-0.72,0.62,0.11,0.96,,
-2.038861285,119.5457768,-0.31,0.41,-0.78,0.56,0.11,0.90,,
-2.038861285,119.635788,-0.34,0.32,-0.85,0.49,0.17,0.82,,
-2.038861285,119.7255297,-0.34,0.32,-0.85,0.46,0.14,0.71,,
-2.038861285,119.8152714,-0.38,0.31,-0.79,0.39,0.17,0.70,,
-2.038861285,119.9052826,-0.40,0.40,-0.75,0.37,0.13,0.64,,
-2.038861285,119.9950243,-0.43,0.42,-0.70,0.33,0.21,0.70,,
-2.038861285,120.084766,-0.48,0.40,-0.56,0.17,0.12,0.72,,
-2.038861285,120.1747772,-0.49,0.45,-0.61,0.15,0.17,0.64,,
-2.038861285,120.2645189,-0.53,0.43,-0.54,-0.08,0.14,0.76,,
-2.038861285,120.3542606,-0.60,0.43,-0.54,-0.19,0.12,0.74,,
-2.038861285,120.4442717,-0.62,0.44,-0.62,-0.24,0.13,0.66,,
-2.038861285,120.5340134,-0.64,0.43,-0.52,-0.30,0.12,0.66,,
-2.038861285,120.6237551,-0.59,0.42,-0.30,-0.29,0.17,0.61,,
-2.038861285,120.7137663,-0.60,0.40,-0.21,-0.40,0.18,0.58,,
-2.038861285,120.803508,-0.67,0.40,0.11,-0.45,0.06,0.60,,
-2.038861285,120.8932497,-0.82,0.37,0.58,-0.34,-0.01,0.61,,
-2.038861285,120.9832609,-0.90,0.28,0.99,-0.31,-0.03,0.63,,
-2.038861285,121.0730026,-0.93,0.26,1.61,-0.20,0.05,0.61,,
-2.038861285,121.1627443,-0.79,0.31,2.00,-0.24,0.06,0.69,,
-2.038861285,121.2527555,-0.64,0.24,3.01,0.22,0.02,0.83,,
-2.038861285,121.3424972,-0.82,0.35,2.92,0.19,-0.04,0.65,,
-2.038861285,121.4322389,-0.80,0.34,3.34,0.33,-0.07,0.59,,
-2.038861285,123.7679485,-1.53,0.89,0.64,0.23,-0.09,-1.75,,
-2.038861285,123.8576902,-1.49,0.87,0.68,0.18,-0.10,-1.64,,
-2.038861285,124.3966793,-1.29,0.66,0.78,-0.26,0.09,-0.90,,
-2.038861285,125.9239052,-0.69,0.15,0.55,0.80,0.35,-0.84,,
-2.038861285,130.1460768,-0.89,-0.79,0.87,0.23,4.89,1.60,,
-2.038861285,130.2358185,-0.92,-0.70,1.09,0.32,4.88,1.70,,
-2.038861285,132.1222806,-0.66,0.83,1.86,0.84,0.88,3.52,,
-2.038861285,132.2120223,-0.63,0.90,1.94,0.87,0.92,3.26,,
-2.038861285,132.3020335,-0.59,0.93,1.93,0.88,0.91,3.18,,
-2.038861285,132.3917752,-0.55,0.96,1.91,0.87,0.91,3.11,,
-2.038861285,132.4815169,-0.53,1.00,1.88,0.87,0.86,2.92,,
-2.038861285,132.5715281,-0.51,1.02,1.85,0.86,0.86,2.96,,
-2.038861285,132.6612698,-0.49,1.04,1.79,0.86,0.86,2.98,,
-2.038861285,132.7510115,-0.44,1.04,1.74,0.87,0.85,3.11,,
-2.038861285,132.8410227,-0.42,1.04,1.73,0.88,0.86,3.15,,
-2.038861285,132.9307644,-0.41,1.04,1.72,0.90,0.87,3.22,,
-2.038861285,133.0205061,-0.42,1.05,1.72,0.92,0.87,3.22,,
-2.038861285,133.1105173,-0.42,1.05,1.71,0.94,0.87,3.16,,
-2.038861285,133.200259,-0.41,1.05,1.70,0.95,0.86,3.17,,
-2.038861285,133.2900006,-0.41,1.04,1.68,0.96,0.82,3.19,,
-2.038861285,133.3800118,-0.40,1.01,1.57,0.93,0.82,3.21,,
-2.038861285,133.4697535,-0.39,1.02,1.33,0.90,0.82,3.28,,
-2.038861285,133.5594952,-0.38,1.03,1.33,0.86,0.81,3.31,,
-2.038861285,133.6495064,-0.37,1.04,1.31,0.84,0.83,3.31,,
-2.038861285,133.7392481,-0.38,1.09,1.28,0.81,0.85,3.29,,
-2.038861285,133.8289898,-0.38,1.04,1.27,0.81,0.84,3.34,,
-2.038861285,133.919001,-0.38,1.02,1.28,0.82,0.76,3.48,,
-2.038861285,134.0087427,-0.37,1.00,1.27,0.81,0.79,3.47,,
-2.038861285,134.0984844,-0.38,0.99,1.22,0.81,0.77,3.51,,
-2.038861285,134.367979,-0.39,0.96,1.23,0.81,0.78,3.71,,
-2.038861285,137.2426777,-0.52,-0.04,1.28,0.88,0.94,2.03,,
-2.038861285,137.3324194,-0.50,-0.09,1.28,0.88,0.97,1.86,,
-2.038861285,137.4224306,-0.45,-0.29,1.29,0.88,1.03,1.78,,
-2.038861285,137.5121723,-0.36,-0.47,1.29,0.87,0.96,1.73,,
-2.038861285,137.601914,-0.38,-0.52,1.29,0.86,1.05,1.82,,
-2.038861285,137.6919252,-0.44,-0.56,1.28,0.86,1.16,1.81,,
-2.038861285,137.7816669,-0.51,-0.69,1.21,0.83,1.13,1.78,,
-2.038861285,137.8714086,-0.53,-0.67,0.91,0.73,1.11,1.69,,
-2.038861285,137.9614198,-0.50,-0.67,0.51,0.57,1.11,1.55,,
-2.038861285,138.0511615,-0.54,-0.63,0.41,0.52,1.12,1.43,,
-2.038861285,138.1409032,-0.55,-0.52,0.14,0.35,1.11,1.35,,
-2.038861285,138.2309144,-0.62,-0.42,0.06,0.36,1.09,1.33,,
-2.038861285,138.3206561,-0.62,-0.43,-0.15,0.33,1.09,1.20,,
-2.038861285,138.4103978,-0.61,-0.44,-0.40,0.29,1.04,1.05,,
-2.038861285,138.500409,-0.49,-0.49,-0.90,0.16,1.05,0.94,,
-2.038861285,138.5901507,-0.37,-0.50,-1.10,0.11,0.98,0.86,,
-2.038861285,138.6798924,-0.37,-0.52,-1.28,0.02,0.94,0.71,,
-2.038861285,138.7699035,-0.37,-0.55,-1.42,-0.03,0.87,0.64,,
-2.038861285,138.8596452,-0.32,-0.56,-1.43,-0.06,0.82,0.69,,
-2.038861285,138.9493869,-0.32,-0.61,-1.38,-0.04,0.85,0.79,,
-2.038861285,139.0393981,-0.32,-0.69,-1.31,-0.04,0.83,0.82,,
-1.949119588,119.3662934,-0.34,0.53,-0.56,0.80,0.07,0.95,,
-1.949119588,119.4560351,-0.36,0.42,-0.71,0.58,0.16,0.98,,
-1.949119588,119.5457768,-0.38,0.40,-0.81,0.52,0.14,0.98,,
-1.949119588,119.635788,-0.34,0.40,-0.77,0.53,0.17,0.87,,
-1.949119588,119.7255297,-0.33,0.32,-0.83,0.52,0.13,0.74,,
-1.949119588,119.8152714,-0.39,0.32,-0.82,0.41,0.16,0.74,,
-1.949119588,119.9052826,-0.40,0.40,-0.79,0.38,0.16,0.75,,
-1.949119588,119.9950243,-0.40,0.41,-0.75,0.40,0.15,0.69,,
-1.949119588,120.084766,-0.45,0.42,-0.77,0.15,0.13,0.62,,
-1.949119588,120.1747772,-0.46,0.44,-0.68,0.19,0.19,0.61,,
-1.949119588,120.2645189,-0.48,0.42,-0.60,-0.03,0.19,0.51,,
-1.949119588,120.3542606,-0.59,0.41,-0.58,-0.09,0.12,0.51,,
-1.949119588,120.4442717,-0.60,0.42,-0.66,-0.20,0.13,0.47,,
-1.949119588,120.5340134,-0.48,0.40,-0.43,-0.22,0.18,0.59,,
-1.949119588,120.6237551,-0.48,0.37,-0.37,-0.27,0.19,0.60,,
-1.949119588,120.7137663,-0.57,0.37,-0.32,-0.39,0.16,0.53,,
-1.949119588,120.803508,-0.63,0.37,0.03,-0.41,0.08,0.55,,
-1.949119588,120.8932497,-0.68,0.35,0.56,-0.35,0.07,0.58,,
-1.949119588,120.9832609,-0.87,0.25,0.94,-0.21,-0.06,0.56,,
-1.949119588,121.0730026,-0.91,0.23,1.56,-0.12,0.04,0.57,,
-1.949119588,121.1627443,-0.77,0.28,1.99,-0.18,0.05,0.63,,
-1.949119588,121.2527555,-0.78,0.28,2.57,-0.01,-0.03,0.73,,
-1.949119588,124.3966793,-1.33,0.72,0.89,-0.11,0.11,-0.91,,
-1.949119588,124.4866905,-1.27,0.69,0.95,0.03,0.15,-0.89,,
-1.949119588,124.5764322,-1.23,0.65,0.88,0.08,0.18,-0.80,,
-1.949119588,124.6661739,-1.19,0.59,0.76,0.08,0.21,-0.78,,
-1.949119588,129.8765822,-0.54,-1.01,0.33,-0.18,5.09,1.43,,
-1.949119588,129.9663239,-0.68,-0.91,0.54,0.01,4.97,1.34,,
-1.949119588,130.0560656,-0.82,-1.00,0.66,0.10,4.95,1.45,,
-1.949119588,130.1460768,-0.88,-0.78,0.87,0.31,4.96,1.51,,
-1.949119588,130.2358185,-0.91,-0.72,1.10,0.39,4.97,1.58,,
-1.949119588,130.3255602,-0.93,-0.70,1.14,0.50,5.00,1.71,,
-1.949119588,132.0325389,-0.67,0.80,1.66,0.79,0.82,3.55,,
-1.949119588,132.1222806,-0.65,0.82,1.79,0.81,0.88,3.42,,
-1.949119588,132.2120223,-0.63,0.89,1.90,0.83,0.91,3.13,,
-1.949119588,132.3020335,-0.60,0.91,1.90,0.84,0.90,3.05,,
-1.949119588,132.3917752,-0.56,0.96,1.88,0.84,0.90,2.92,,
-1.949119588,132.4815169,-0.53,0.98,1.86,0.84,0.87,2.81,,
-1.949119588,132.5715281,-0.50,1.01,1.80,0.83,0.86,2.81,,
-1.949119588,132.6612698,-0.48,1.02,1.77,0.82,0.87,2.92,,
-1.949119588,132.7510115,-0.43,1.02,1.73,0.84,0.82,3.01,,
-1.949119588,132.8410227,-0.41,1.02,1.71,0.85,0.77,3.02,,
-1.949119588,132.9307644,-0.39,1.02,1.69,0.86,0.78,3.03,,
-1.949119588,133.0205061,-0.39,1.02,1.68,0.89,0.78,3.04,,
-1.949119588,133.1105173,-0.39,1.02,1.68,0.91,0.77,3.04,,
-1.949119588,133.200259,-0.39,1.02,1.65,0.92,0.76,3.08,,
-1.949119588,133.2900006,-0.39,1.01,1.62,0.92,0.76,3.08,,
-1.949119588,133.3800118,-0.38,1.03,1.49,0.87,0.76,3.10,,
-1.949119588,133.4697535,-0.37,1.00,1.28,0.84,0.88,3.14,,
-1.949119588,133.5594952,-0.36,1.01,1.28,0.80,0.89,3.15,,
-1.949119588,133.6495064,-0.36,1.02,1.22,0.74,0.81,3.16,,
-1.949119588,133.7392481,-0.35,1.03,1.19,0.71,0.79,3.17,,
-1.949119588,133.8289898,-0.35,1.03,1.19,0.71,0.78,3.31,,
-1.949119588,133.919001,-0.36,0.99,1.19,0.69,0.71,3.43,,
-1.949119588,134.0087427,-0.36,0.96,1.18,0.68,0.79,3.38,,
-1.949119588,134.0984844,-0.37,0.97,1.13,0.69,0.76,3.44,,
-1.949119588,136.3444523,-0.04,0.37,1.37,1.01,1.09,3.70,,
-1.949119588,137.2426777,-0.53,-0.11,1.31,0.89,0.97,2.28,,
-1.949119588,137.3324194,-0.52,-0.23,1.31,0.89,1.00,2.20,,
-1.949119588,137.4224306,-0.52,-0.45,1.30,0.88,1.03,2.20,,
-1.949119588,137.5121723,-0.36,-0.50,1.30,0.87,1.05,2.16,,
-1.949119588,137.601914,-0.41,-0.54,1.30,0.87,1.08,2.06,,
-1.949119588,137.6919252,-0.47,-0.59,1.29,0.87,1.01,2.04,,
-1.949119588,137.7816669,-0.50,-0.68,1.23,0.84,1.11,2.01,,
-1.949119588,137.8714086,-0.53,-0.67,0.93,0.74,1.11,1.94,,
-1.949119588,137.9614198,-0.51,-0.67,0.51,0.56,1.10,1.79,,
-1.949119588,138.0511615,-0.54,-0.59,0.41,0.52,1.11,1.73,,
-1.949119588,138.1409032,-0.56,-0.47,0.14,0.35,1.09,1.60,,
-1.949119588,138.2309144,-0.62,-0.38,0.06,0.35,1.06,1.58,,
-1.949119588,138.3206561,-0.63,-0.39,-0.15,0.31,1.05,1.44,,
-1.949119588,138.4103978,-0.61,-0.41,-0.41,0.28,1.04,1.29,,
-1.949119588,138.500409,-0.52,-0.45,-0.90,0.15,1.06,1.18,,
-1.949119588,138.5901507,-0.46,-0.44,-1.16,0.11,0.98,1.08,,
-1.949119588,138.6798924,-0.38,-0.44,-1.34,0.02,0.94,0.99,,
-1.949119588,138.7699035,-0.38,-0.69,-1.47,-0.02,0.86,0.86,,
-1.859377891,119.3662934,-0.33,0.53,-0.55,0.82,0.10,0.98,,
-1.859377891,119.4560351,-0.26,0.53,-0.61,0.71,0.17,1.07,,
-1.859377891,119.5457768,-0.36,0.43,-0.75,0.61,0.15,0.97,,
-1.859377891,119.635788,-0.34,0.42,-0.76,0.58,0.15,0.90,,
-1.859377891,119.7255297,-0.35,0.33,-0.91,0.53,0.17,0.79,,
-1.859377891,119.8152714,-0.39,0.32,-0.85,0.42,0.14,0.93,,
-1.859377891,119.9052826,-0.40,0.40,-0.83,0.38,0.14,0.85,,
-1.859377891,119.9950243,-0.40,0.40,-0.87,0.34,0.14,0.59,,
-1.859377891,120.084766,-0.43,0.41,-0.78,0.25,0.14,0.50,,
-1.859377891,120.1747772,-0.48,0.48,-0.80,0.12,0.14,0.47,,
-1.859377891,120.2645189,-0.43,0.47,-0.70,0.10,0.18,0.46,,
-1.859377891,120.3542606,-0.52,0.46,-0.72,-0.09,0.13,0.45,,
-1.859377891,120.4442717,-0.57,0.44,-0.72,-0.24,0.12,0.40,,
-1.859377891,120.5340134,-0.46,0.31,-0.70,-0.18,0.20,0.55,,
-1.859377891,120.6237551,-0.47,0.25,-0.60,-0.22,0.21,0.53,,
-1.859377891,120.7137663,-0.56,0.27,-0.37,-0.36,0.16,0.46,,
-1.859377891,120.803508,-0.48,0.29,-0.08,-0.41,0.15,0.47,,
-1.859377891,120.8932497,-0.57,0.32,0.39,-0.42,0.09,0.49,,
-1.859377891,120.9832609,-0.72,0.27,0.97,-0.24,0.04,0.48,,
-1.859377891,121.0730026,-0.77,0.26,1.54,-0.19,0.02,0.53,,
-1.859377891,121.1627443,-0.77,0.27,1.97,-0.20,0.07,0.61,,
-1.859377891,121.2527555,-0.82,0.29,2.41,-0.14,-0.02,0.70,,
-1.859377891,121.3424972,-0.76,0.29,2.64,0.00,0.02,0.72,,
-1.859377891,121.5222501,-0.83,0.29,2.64,-0.14,-0.01,0.63,,
-1.859377891,121.6119918,-0.88,0.30,2.51,-0.28,0.00,0.61,,
-1.859377891,121.7017335,-0.93,0.29,2.45,-0.38,-0.05,0.66,,
-1.859377891,124.3966793,-1.39,0.78,1.04,0.01,0.10,-0.97,,
-1.859377891,124.4866905,-1.27,0.68,1.07,0.20,0.13,-0.98,,
-1.859377891,124.5764322,-1.24,0.64,1.00,0.19,0.18,-0.96,,
-1.859377891,124.6661739,-1.14,0.57,0.95,0.49,0.19,-1.00,,
-1.859377891,124.7561851,-1.09,0.53,0.85,0.44,0.27,-0.88,,
-1.859377891,124.8459268,-1.07,0.52,0.76,0.45,0.29,-0.83,,
-1.859377891,124.9356685,-1.02,0.45,0.78,0.56,0.30,-0.82,,
-1.859377891,125.0256797,-1.00,0.45,0.70,0.42,0.32,-0.95,,
-1.859377891,125.1154214,-0.95,0.42,0.67,0.42,0.33,-0.98,,
-1.859377891,125.2051631,-0.92,0.40,0.65,0.43,0.34,-1.01,,
-1.859377891,125.2951743,-0.93,0.34,0.59,0.48,0.37,-1.01,,
-1.859377891,125.384916,-0.85,0.34,0.56,0.53,0.39,-1.02,,
-1.859377891,125.4746577,-0.77,0.34,0.57,0.69,0.50,-0.97,,
-1.859377891,125.5646689,-0.70,0.37,0.93,1.07,0.50,-0.94,,
-1.859377891,125.6544106,-0.69,0.41,0.85,1.10,0.50,-0.91,,
-1.859377891,125.7441523,-0.70,0.39,0.70,1.06,0.41,-0.91,,
-1.859377891,125.8341635,-0.71,0.30,0.64,1.02,0.51,-0.89,,
-1.859377891,125.9239052,-0.66,0.40,0.72,1.16,0.60,-0.85,,
-1.859377891,126.0136468,-0.65,0.37,0.69,1.13,0.60,-0.83,,
-1.859377891,126.103658,-0.65,0.28,0.57,1.06,0.54,-0.81,,
-1.859377891,126.1933997,-0.66,0.24,0.41,0.97,0.52,-0.81,,
-1.859377891,126.2831414,-0.68,0.17,0.22,0.92,0.54,-0.79,,
-1.859377891,129.786571,-0.56,-1.24,0.00,-0.32,5.23,1.45,,
-1.859377891,129.8765822,-0.67,-1.00,0.25,-0.12,5.16,1.38,,
-1.859377891,129.9663239,-0.67,-0.89,0.45,0.04,5.13,1.33,,
-1.859377891,130.0560656,-0.73,-0.87,0.69,0.23,5.04,1.33,,
-1.859377891,130.1460768,-0.87,-0.75,0.86,0.36,5.02,1.40,,
-1.859377891,130.2358185,-0.91,-0.71,1.09,0.52,5.04,1.52,,
-1.859377891,130.3255602,-0.92,-0.70,1.14,0.54,5.08,1.60,,
-1.859377891,131.9425277,-0.67,0.71,1.48,0.71,0.83,3.52,,
-1.859377891,132.0325389,-0.67,0.80,1.59,0.73,0.81,3.42,,
-1.859377891,132.1222806,-0.65,0.82,1.70,0.72,0.82,3.30,,
-1.859377891,132.2120223,-0.62,0.89,1.86,0.80,0.86,3.01,,
-1.859377891,132.3020335,-0.60,0.92,1.87,0.81,0.86,2.86,,
-1.859377891,132.3917752,-0.57,0.95,1.85,0.80,0.86,2.80,,
-1.859377891,132.4815169,-0.54,0.97,1.80,0.80,0.82,2.74,,
-1.859377891,132.5715281,-0.51,0.99,1.78,0.80,0.82,2.74,,
-1.859377891,132.6612698,-0.47,1.01,1.75,0.80,0.82,2.81,,
-1.859377891,132.7510115,-0.43,1.00,1.71,0.80,0.78,2.91,,
-1.859377891,132.8410227,-0.41,1.00,1.68,0.83,0.79,2.93,,
-1.859377891,132.9307644,-0.39,1.00,1.66,0.83,0.78,2.94,,
-1.859377891,133.0205061,-0.37,0.99,1.65,0.85,0.78,2.94,,
-1.859377891,133.1105173,-0.36,0.98,1.61,0.85,0.77,2.94,,
-1.859377891,133.200259,-0.36,0.97,1.61,0.88,0.77,2.98,,
-1.859377891,133.2900006,-0.37,0.98,1.60,0.89,0.76,3.03,,
-1.859377891,133.3800118,-0.36,1.01,1.42,0.82,0.76,3.01,,
-1.859377891,133.4697535,-0.35,1.01,1.17,0.75,0.82,3.02,,
-1.859377891,133.5594952,-0.35,0.98,1.20,0.70,0.80,3.04,,
-1.859377891,133.6495064,-0.34,0.96,1.15,0.63,0.79,3.06,,
-1.859377891,133.7392481,-0.34,1.03,1.12,0.58,0.77,3.07,,
-1.859377891,133.8289898,-0.34,1.03,1.11,0.57,0.75,3.23,,
-1.859377891,133.919001,-0.34,0.95,1.13,0.56,0.68,3.22,,
-1.859377891,134.0087427,-0.36,0.94,1.08,0.56,0.67,3.29,,
-1.859377891,134.0984844,-0.38,0.96,1.09,0.57,0.65,3.40,,
-1.859377891,134.1884956,-0.38,0.95,1.10,0.59,0.66,3.53,,
-1.859377891,136.2544411,0.07,0.34,1.34,0.96,1.12,3.96,,
-1.859377891,136.3444523,-0.02,0.33,1.35,0.98,1.12,3.78,,
-1.859377891,136.434194,-0.06,0.32,1.35,0.99,1.13,3.67,,
-1.859377891,136.5239357,-0.18,0.27,1.34,0.99,1.13,3.57,,
-1.859377891,136.6139469,-0.22,0.25,1.32,0.97,1.13,3.48,,
-1.859377891,137.0629248,-0.53,0.07,1.35,0.92,1.03,2.88,,
-1.859377891,137.152936,-0.53,-0.12,1.35,0.91,1.00,2.75,,
-1.859377891,137.2426777,-0.54,-0.26,1.35,0.89,1.01,2.62,,
-1.859377891,137.3324194,-0.53,-0.32,1.34,0.89,1.02,2.56,,
-1.859377891,137.4224306,-0.56,-0.43,1.31,0.87,1.03,2.46,,
-1.859377891,137.5121723,-0.55,-0.50,1.31,0.87,1.06,2.42,,
-1.859377891,137.601914,-0.43,-0.51,1.31,0.88,1.09,2.39,,
-1.859377891,137.6919252,-0.48,-0.76,1.30,0.88,1.12,2.27,,
-1.859377891,137.7816669,-0.50,-0.69,1.24,0.85,1.19,2.22,,
-1.859377891,137.8714086,-0.54,-0.68,0.95,0.75,1.05,2.15,,
-1.859377891,137.9614198,-0.52,-0.67,0.51,0.56,1.05,2.01,,
-1.859377891,138.0511615,-0.55,-0.54,0.40,0.50,1.06,1.96,,
-1.859377891,138.1409032,-0.55,-0.34,0.14,0.33,1.06,1.91,,
-1.859377891,138.2309144,-0.60,-0.25,0.06,0.35,1.03,1.89,,
-1.859377891,138.3206561,-0.61,-0.26,-0.15,0.32,1.03,1.69,,
-1.859377891,138.4103978,-0.59,-0.28,-0.42,0.27,1.01,1.54,,
-1.859377891,138.500409,-0.52,-0.32,-0.97,0.14,1.05,1.42,,
-1.859377891,138.5901507,-0.49,-0.45,-1.18,0.06,1.00,1.32,,
-1.859377891,138.6798924,-0.44,-0.53,-1.41,0.03,0.93,1.22,,
-1.769636194,119.3662934,-0.25,0.48,-0.57,0.93,0.21,1.13,,
-1.769636194,119.4560351,-0.26,0.54,-0.58,0.90,0.22,1.16,,
-1.769636194,119.5457768,-0.36,0.44,-0.69,0.66,0.15,1.00,,
-1.769636194,119.635788,-0.39,0.43,-0.82,0.58,0.15,0.93,,
-1.769636194,119.7255297,-0.38,0.41,-1.01,0.49,0.13,0.85,,
-1.769636194,119.8152714,-0.39,0.32,-0.90,0.45,0.14,0.97,,
-1.769636194,119.9052826,-0.39,0.40,-0.87,0.44,0.16,0.78,,
-1.769636194,119.9950243,-0.41,0.38,-0.91,0.36,0.15,0.73,,
-1.769636194,120.084766,-0.39,0.37,-0.80,0.33,0.15,0.48,,
-1.769636194,120.1747772,-0.44,0.35,-0.88,0.12,0.16,0.49,,
-1.769636194,120.2645189,-0.47,0.33,-0.85,-0.03,0.12,0.49,,
-1.769636194,120.3542606,-0.50,0.33,-0.83,-0.07,0.12,0.43,,
-1.769636194,120.4442717,-0.50,0.31,-0.79,-0.16,0.09,0.41,,
-1.769636194,120.5340134,-0.45,0.31,-0.66,-0.18,0.16,0.50,,
-1.769636194,120.6237551,-0.54,0.20,-0.76,-0.07,0.23,0.48,,
-1.769636194,120.7137663,-0.44,0.20,-0.48,-0.32,0.20,0.41,,
-1.769636194,120.803508,-0.56,0.23,-0.10,-0.39,0.06,0.42,,
-1.769636194,120.8932497,-0.58,0.30,0.28,-0.33,0.04,0.45,,
-1.769636194,120.9832609,-0.87,0.16,0.80,-0.27,-0.06,0.41,,
-1.769636194,121.0730026,-0.72,0.25,1.53,-0.18,0.04,0.46,,
-1.769636194,121.1627443,-0.79,0.26,1.92,-0.18,0.05,0.54,,
-1.769636194,121.2527555,-0.87,0.24,2.36,-0.23,-0.02,0.60,,
-1.769636194,121.3424972,-0.88,0.27,2.19,-0.26,-0.05,0.57,,
-1.769636194,121.4322389,-0.96,0.21,1.96,-0.54,0.05,0.55,,
-1.769636194,121.5222501,-0.91,0.34,1.84,-0.57,0.01,0.55,,
-1.769636194,121.6119918,-0.89,0.35,1.70,-0.70,0.01,0.66,,
-1.769636194,121.7017335,-0.86,0.33,1.54,-0.85,0.05,0.74,,
-1.769636194,123.318701,-1.81,1.06,0.91,0.56,-0.27,-1.60,,
-1.769636194,124.3069376,-1.50,0.86,0.99,0.12,0.04,-1.38,,
-1.769636194,124.3966793,-1.42,0.79,1.07,0.04,0.10,-1.12,,
-1.769636194,124.4866905,-1.34,0.74,1.10,0.37,0.15,-1.02,,
-1.769636194,124.5764322,-1.23,0.65,1.04,0.44,0.18,-1.05,,
-1.769636194,124.6661739,-1.14,0.56,0.85,0.54,0.18,-1.08,,
-1.769636194,124.7561851,-1.04,0.51,0.77,0.57,0.23,-1.00,,
-1.769636194,124.8459268,-1.04,0.51,0.85,0.56,0.29,-0.88,,
-1.769636194,124.9356685,-1.03,0.50,0.83,0.49,0.32,-0.92,,
-1.769636194,125.0256797,-1.01,0.51,0.76,0.41,0.32,-1.05,,
-1.769636194,125.1154214,-0.97,0.42,0.69,0.43,0.33,-1.06,,
-1.769636194,130.0560656,-0.73,-0.77,0.66,0.25,5.16,1.26,,
-1.769636194,130.1460768,-0.89,-0.75,0.84,0.48,5.10,1.34,,
-1.769636194,130.2358185,-0.91,-0.69,1.05,0.51,5.09,1.39,,
-1.769636194,130.3255602,-0.92,-0.69,1.10,0.56,5.13,1.39,,
-1.769636194,132.0325389,-0.66,0.89,1.52,0.67,0.69,3.29,,
-1.769636194,132.1222806,-0.64,0.83,1.63,0.63,0.83,3.19,,
-1.769636194,132.2120223,-0.60,0.88,1.83,0.77,0.87,2.93,,
-1.769636194,132.3020335,-0.59,0.93,1.83,0.77,0.87,2.83,,
-1.769636194,132.3917752,-0.56,0.96,1.79,0.76,0.87,2.65,,
-1.769636194,132.4815169,-0.53,0.96,1.77,0.77,0.83,2.58,,
-1.769636194,132.5715281,-0.51,0.98,1.75,0.77,0.77,2.59,,
-1.769636194,132.6612698,-0.48,1.00,1.72,0.77,0.77,2.72,,
-1.769636194,132.7510115,-0.43,1.00,1.69,0.77,0.76,2.85,,
-1.769636194,132.8410227,-0.40,0.99,1.66,0.77,0.76,2.80,,
-1.769636194,132.9307644,-0.39,0.98,1.63,0.79,0.76,2.80,,
-1.769636194,133.0205061,-0.37,0.98,1.59,0.81,0.76,2.80,,
-1.769636194,133.1105173,-0.36,0.97,1.59,0.83,0.75,2.85,,
-1.769636194,133.200259,-0.35,0.96,1.58,0.86,0.75,2.89,,
-1.769636194,133.2900006,-0.34,0.96,1.55,0.85,0.74,2.92,,
-1.769636194,133.3800118,-0.35,1.00,1.35,0.77,0.77,2.90,,
-1.769636194,133.4697535,-0.35,0.97,1.13,0.70,0.75,2.92,,
-1.769636194,133.5594952,-0.33,0.99,1.14,0.61,0.78,2.94,,
-1.769636194,133.6495064,-0.32,1.00,1.08,0.50,0.76,2.96,,
-1.769636194,133.7392481,-0.31,1.03,1.04,0.43,0.73,2.99,,
-1.769636194,133.8289898,-0.33,1.04,1.06,0.45,0.72,3.02,,
-1.769636194,133.919001,-0.35,1.02,1.12,0.45,0.75,3.09,,
-1.769636194,134.0087427,-0.36,0.99,1.05,0.44,0.62,3.20,,
-1.769636194,134.0984844,-0.37,0.94,1.05,0.44,0.62,3.34,,
-1.769636194,135.9849465,-0.01,0.35,1.36,0.97,1.13,4.28,,
-1.769636194,136.0749577,0.07,0.35,1.36,0.97,1.14,4.23,,
-1.769636194,136.1646994,0.07,0.35,1.35,0.97,1.14,4.19,,
-1.769636194,136.2544411,0.07,0.23,1.30,0.93,1.13,4.00,,
-1.769636194,136.3444523,0.05,0.20,1.30,0.92,1.12,3.82,,
-1.769636194,136.434194,-0.15,0.24,1.21,0.91,1.10,3.70,,
-1.769636194,136.5239357,-0.21,0.18,1.26,0.92,1.12,3.62,,
-1.769636194,136.6139469,-0.23,0.16,1.28,0.94,1.14,3.50,,
